id,web_name,team_name,position,price,selected_by_percent,total_points,event_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,in_dreamteam,news,news_added,now_cost,photo,removed,second_name,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
132,Maghoma,Brentford,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,100.0,100.0,220695,0,0,0,0,0,3,0.0,0.0,Paris,False,,2025-08-14T16:00:05.924672Z,45,220695.jpg,False,Maghoma,False,,a,5,94,573,71,2257,34,0.0,0.0,241.0,2020-08-01,2001-05-08,False,p220695,0,0,0,0,0,616,239,609,240,589,232,617,240,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,408,246,580,218,626,245,678,288,0.0,0.0,0.0
133,Peart-Harris,Brentford,MID,4.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,450539,0,0,-1,1,0,3,0.0,0.0,Myles,False,,,44,450539.jpg,False,Peart-Harris,False,,a,5,94,2531,59,3798,80,0.0,0.0,241.0,2021-07-23,2002-09-18,False,p450539,0,0,0,0,0,575,211,565,212,540,204,576,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,522,301,537,190,585,217,598,235,0.0,0.0,0.0
134,Trevitt,Brentford,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,591357,0,0,0,0,0,3,0.0,0.0,Ryan,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,591357.jpg,False,Trevitt,False,,u,5,94,0,0,849,4,0.0,0.0,241.0,2024-01-08,2003-03-12,False,p591357,0,0,0,0,0,662,275,656,276,637,269,663,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,285,624,253,669,279,725,318,0.0,0.0,0.0
136,Thiago,Brentford,FWD,6.2,8.2,47,2,4.2,4.7,831,6,0,2,15,0,0,0,3,0,0,6,187,268.8,91.0,306.0,66.6,4.66,0.20,4.86,12.49,True,True,,,502500,0,0,2,-2,1,4,4.2,4.2,Igor Thiago,False,,,62,502500.jpg,False,Nascimento Rodrigues,False,,a,5,94,1190071,45278,340151,33030,0.7,7.6,30.0,2024-07-01,2001-06-26,False,p502500,21,15,13,49,10,14,2,111,9,5,4,10,3,,,,,2.0,,0.5,0.0,0.02,0.52,1.35,1.62,81,26,65,7,42,5,46,8,1.08,0.22,5.31
137,Morgan,Brentford,FWD,4.4,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,533710,0,0,-1,1,0,4,0.0,0.0,Iwan,False,,,44,533710.jpg,False,Morgan,False,,a,5,94,38633,579,51362,1033,0.0,0.0,,,,False,p533710,0,0,0,0,0,589,59,581,58,557,58,590,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,547,71,553,55,599,61,262,38,0.0,0.0,0.0
748,Dasilva,Brentford,MID,5.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,183656,0,0,0,0,0,3,1.7,1.7,Josh,False,,,50,183656.jpg,False,Dasilva,False,,a,5,94,1,1,0,0,0.0,0.0,241.0,2025-10-23,1998-10-23,False,p183656,0,0,0,0,0,704,303,700,303,689,298,704,303,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,248,154,677,286,705,303,748,333,0.0,0.0,0.0
138,Steele,Brighton,GKP,4.3,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,49262,0,0,-2,2,0,1,0.0,0.0,Jason,False,,,43,49262.jpg,False,Steele,False,,a,6,36,5888,83,29105,396,0.0,0.0,241.0,2018-07-01,1990-08-18,False,p49262,0,0,0,0,0,549,76,535,63,504,50,550,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,573,32,500,69,557,76,316,44,0.0,0.0,0.0
139,Verbruggen,Brighton,GKP,4.4,4.1,20,6,2.5,2.0,900,0,0,1,15,1,0,0,0,0,23,0,118,201.6,10.0,0.0,21.1,0.00,0.01,0.01,12.46,True,True,,,489639,0,0,-1,1,0,1,2.5,2.5,Bart,False,,,44,489639.jpg,False,Verbruggen,False,,a,6,36,124776,2437,468284,4008,0.6,4.5,152.0,2023-07-03,2002-08-18,False,p489639,5,97,0,0,10,59,10,342,5,544,59,199,10,,,,,,,0.0,2.3,0.0,0.0,1.25,1.5,529,29,150,14,263,25,85,14,1.0,0.1,0.0
140,McGill,Brighton,GKP,4.0,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,209288,0,0,0,0,0,1,0.0,0.0,Tom,False,,,40,209288.jpg,False,McGill,False,,a,6,36,10435,127,17484,322,0.0,0.0,39.0,2021-02-02,2000-03-25,False,p209288,0,0,0,0,0,495,51,480,38,447,25,495,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,632,53,444,44,503,51,294,40,0.0,0.0,0.0
141,Rushworth,Brighton,GKP,4.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,472739,0,0,0,0,0,1,0.0,0.0,Carl,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,False,Rushworth,False,,u,6,36,0,0,202,5,0.0,0.0,241.0,2023-07-01,2001-07-02,False,p472739,0,0,0,0,0,513,62,499,49,466,36,514,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,64,463,55,522,62,736,84,0.0,0.0,0.0
142,Scherpen,Brighton,GKP,4.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,240514,0,0,0,0,0,1,0.0,0.0,Kjell,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,False,Scherpen,False,,u,6,36,0,0,173,0,0.0,0.0,152.0,2021-07-16,2000-01-23,False,p240514,0,0,0,0,0,501,55,486,42,453,29,501,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,639,57,450,48,509,55,737,85,0.0,0.0,0.0
143,Boscagli,Brighton,DEF,4.3,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,204120,0,0,-2,2,0,2,0.0,0.0,Olivier,False,,,43,204120.jpg,False,Boscagli,False,,a,6,36,2439,34,8820,152,0.0,0.0,73.0,2025-07-02,1997-11-18,False,p204120,0,0,0,0,0,552,222,541,222,510,212,553,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,583,143,505,207,559,221,500,183,0.0,0.0,0.0
144,Coppola,Brighton,DEF,4.3,0.1,3,0,0.2,1.0,17,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.1,0.0,0.8,0.00,0.00,0.00,0.21,True,True,,,550090,0,0,-2,2,0,2,0.2,0.2,Diego,False,,,43,550090.jpg,False,Coppola,False,,a,6,36,1361,22,5323,94,0.0,0.7,106.0,2025-06-17,2003-12-28,False,p550090,4,1,0,4,0,397,145,410,149,519,214,416,146,,,,,,,0.0,0.0,0.0,0.0,1.11,5.29,601,154,362,123,375,135,567,205,0.0,0.0,21.18
145,De Cuyper,Brighton,DEF,4.3,2.0,15,0,0.5,1.9,406,1,0,0,8,0,0,0,1,0,0,1,61,84.0,84.8,73.0,24.3,0.74,0.75,1.49,6.19,True,True,100.0,100.0,465730,-1,1,-2,2,0,2,0.5,0.5,Maxim,False,,2025-09-13T21:30:07.998380Z,43,465730.jpg,False,De Cuyper,False,,a,6,36,70074,251,503755,7514,0.1,3.5,21.0,2025-07-05,2000-12-22,False,p465730,14,24,7,21,5,216,86,123,27,123,22,168,53,,,,,,,0.16,0.0,0.17,0.33,1.37,1.77,593,150,307,104,282,102,130,49,1.11,0.0,4.66
146,Dunk,Brighton,DEF,4.5,1.2,23,6,2.2,2.3,900,0,1,1,15,0,0,0,3,0,0,0,114,150.4,22.6,47.0,22.1,0.56,0.07,0.63,12.46,True,True,,,83299,0,0,0,0,0,2,2.2,2.2,Lewis,False,,,45,83299.jpg,False,Dunk,False,,a,6,36,74244,1015,92309,1927,0.5,5.1,241.0,2009-07-01,1991-11-21,False,p83299,63,42,11,74,10,110,49,286,94,185,45,185,58,,,,,,,0.06,0.0,0.01,0.07,1.25,1.5,393,70,164,61,225,84,166,60,1.0,0.1,7.4
147,Estupiñan,Brighton,DEF,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,204214,0,0,0,0,0,2,0.0,0.0,Pervis,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,False,Estupiñán Tenorio,False,,u,6,36,0,0,1884,2,0.0,0.0,62.0,2022-07-16,1998-01-21,False,p204214,0,0,0,0,0,614,230,607,230,587,227,615,230,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,406,77,578,222,624,232,696,235,0.0,0.0,0.0
148,F.Kadıoğlu,Brighton,DEF,4.4,0.2,16,6,2.2,1.8,644,0,0,1,11,0,0,0,3,0,0,0,70,103.8,69.8,45.0,22.0,0.31,0.64,0.95,8.85,True,True,,,231416,0,0,-1,1,0,2,2.2,2.2,Ferdi,False,,,44,231416.jpg,False,Kadıoğlu,False,,a,6,36,12101,328,16665,332,0.5,3.6,219.0,2024-08-27,1999-10-07,False,p231416,23,30,15,38,6,178,71,150,37,191,47,188,60,,,,,,,0.04,0.0,0.09,0.13,1.24,1.54,511,119,163,60,293,106,384,140,0.84,0.14,5.31
150,Lamptey,Brighton,DEF,4.4,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,232792,0,0,-1,1,0,2,0.0,0.0,Tariq,False,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,44,232792.jpg,False,Lamptey,False,,u,6,36,2778,0,36051,180,0.0,0.0,81.0,2020-01-31,2000-09-30,False,p232792,0,0,0,0,0,570,228,560,228,533,221,571,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,513,121,531,219,579,229,459,168,0.0,0.0,0.0
151,Van Hecke,Brighton,DEF,4.4,1.4,35,7,6.0,3.5,900,1,0,1,15,1,0,0,2,0,0,4,127,299.0,41.7,83.0,42.5,0.63,0.27,0.89,12.46,True,True,,,469142,0,0,-1,1,1,2,6.0,6.0,Jan Paul,False,,,44,469142.jpg,False,van Hecke,False,,a,6,36,110840,7363,84328,2352,1.4,8.0,152.0,2020-09-10,2000-06-08,False,p469142,76,30,19,95,10,6,3,220,62,102,15,59,12,,,,,,,0.06,0.0,0.03,0.09,1.25,1.5,526,127,19,7,112,43,154,59,1.0,0.1,9.5
152,Veltman,Brighton,DEF,4.3,0.1,7,0,0.0,1.8,324,0,0,0,6,0,0,0,2,0,0,0,28,68.2,19.9,6.0,9.5,0.00,0.01,0.01,5.82,True,True,25.0,25.0,111478,-1,1,-2,2,0,2,0.0,0.0,Joël,False,Calf injury - 25% chance of playing,2025-10-02T13:00:07.706508Z,43,111478.jpg,False,Veltman,False,,d,6,36,7116,1,22654,486,0.0,1.6,152.0,2020-07-29,1992-01-15,False,p111478,21,12,15,36,4,240,95,297,98,334,114,307,102,,,,,,,0.0,0.0,0.0,0.0,1.62,1.67,579,139,503,205,291,104,450,165,1.11,0.0,10.0
153,Webster,Brighton,DEF,4.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,110735,0,0,-1,1,0,2,0.0,0.0,Adam,False,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,44,110735.jpg,False,Webster,False,,i,6,36,427,8,1222,8,0.0,0.0,241.0,2019-08-03,1995-01-04,False,p110735,0,0,0,0,0,565,226,555,226,526,218,566,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494,107,522,214,573,226,713,239,0.0,0.0,0.0
154,Cashin,Brighton,DEF,4.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,439135,0,0,0,0,0,2,0.0,0.0,Eiran,False,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,40,439135.jpg,False,Cashin,False,,u,6,36,0,0,668,6,0.0,0.0,104.0,2025-01-31,2001-11-09,False,p439135,0,0,0,0,0,504,194,489,192,456,181,504,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,644,171,453,176,512,194,718,241,0.0,0.0,0.0
155,Slater,Brighton,DEF,4.0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,589100,0,0,0,0,0,2,0.0,0.0,Jacob,False,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,40,589100.jpg,False,Slater,False,,u,6,36,3175,0,13960,181,0.0,0.0,,,,False,p589100,0,0,0,0,0,541,213,527,212,495,202,542,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,689,198,492,197,549,213,451,166,0.0,0.0,0.0
156,Tasker,Brighton,DEF,3.9,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,547720,0,0,-1,1,0,2,0.0,0.0,Charlie,False,,,39,547720.jpg,False,Tasker,False,,a,6,36,5564,123,10141,199,0.0,0.0,241.0,2025-03-28,2006-02-24,False,p547720,0,0,0,0,0,467,176,450,174,417,163,467,175,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,733,233,416,158,475,176,403,149,0.0,0.0,0.0
157,Mitoma,Brighton,MID,6.2,2.3,20,0,0.0,3.3,508,1,1,1,8,0,0,0,1,0,0,0,64,88.4,95.8,88.0,26.9,0.76,0.29,1.05,7.99,True,True,25.0,25.0,451340,0,0,-3,3,0,3,0.0,0.0,Mitoma,False,Knock - 25% chance of playing,2025-10-02T13:00:07.769683Z,62,451340.jpg,False,Kaoru,False,,d,6,36,161035,70,692519,13422,0.0,3.2,108.0,2021-08-09,1997-05-20,False,p451340,6,13,3,22,6,205,87,103,74,97,61,141,74,,,,,,,0.13,0.0,0.05,0.18,1.42,1.42,79,54,729,324,135,59,121,43,1.06,0.18,3.9
158,Georginio,Brighton,MID,5.7,0.5,28,3,3.2,3.1,604,0,3,3,7,0,0,0,1,0,0,1,87,96.0,107.7,99.0,30.3,0.42,1.27,1.69,6.86,True,True,100.0,100.0,463067,0,0,-3,3,0,3,3.2,3.2,Georginio,False,,2025-08-25T07:30:07.559102Z,57,463067.jpg,False,Rutter,False,,a,6,36,54730,1048,159345,1543,0.6,4.9,73.0,2024-08-19,2002-04-20,False,p463067,12,16,7,35,7,196,83,86,64,84,49,122,64,,,,,,,0.06,0.0,0.19,0.25,1.02,1.04,124,81,114,51,147,66,243,85,1.04,0.45,5.22
159,March,Brighton,MID,5.8,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,109345,0,0,-2,2,0,3,0.0,0.0,Solly,False,Knee injury - Unknown return date,2025-08-10T18:00:05.450301Z,58,109345.jpg,False,March,False,,i,6,36,365,11,2154,9,0.0,0.0,241.0,2012-07-01,1994-07-20,False,p109345,0,0,0,0,0,735,325,735,325,733,324,735,325,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,105,71,725,320,735,325,710,309,0.0,0.0,0.0
160,Minteh,Brighton,MID,6.0,4.4,47,9,4.5,4.7,859,1,5,2,13,0,0,0,0,0,0,3,191,189.2,227.0,227.0,64.5,2.01,1.63,3.64,12.02,True,True,,,592031,0,0,0,0,0,3,4.5,4.5,Yankuba,False,,,60,592031.jpg,False,Minteh,False,,a,6,36,660154,35676,275468,7092,0.8,7.8,78.0,2024-07-01,2004-07-22,False,p592031,11,40,22,73,10,71,24,22,21,14,8,15,10,,,,,,,0.21,0.0,0.17,0.38,1.26,1.36,93,61,54,27,41,17,78,23,1.05,0.21,7.65
161,Enciso,Brighton,MID,5.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,474120,0,0,-1,1,0,3,0.0,0.0,Julio,False,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,54,474120.jpg,False,Enciso Espínola,False,,u,6,36,105,0,2849,9,0.0,0.0,168.0,2022-06-17,2004-01-23,False,p474120,0,0,0,0,0,728,319,727,319,723,318,728,319,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,179,111,713,311,728,319,698,301,0.0,0.0,0.0
162,Gruda,Brighton,MID,5.4,0.1,19,0,0.5,2.7,218,1,1,0,3,0,0,0,0,0,0,2,56,74.0,56.3,94.0,22.4,1.57,0.40,1.97,2.90,True,True,25.0,25.0,513433,0,0,-1,1,0,3,0.1,0.1,Brajan,False,Knee injury - 25% chance of playing,2025-10-16T12:30:10.115478Z,54,513433.jpg,False,Gruda,False,,d,6,36,11722,1,13179,295,0.1,3.5,80.0,2024-08-14,2004-05-31,False,p513433,1,15,5,21,2,230,99,181,123,87,52,183,98,2.0,,6.0,,,,0.65,0.0,0.17,0.82,1.2,1.24,187,118,321,158,193,81,563,209,0.83,0.0,8.67
163,Hinshelwood,Brighton,MID,5.1,0.0,4,0,0.0,1.3,107,0,0,0,2,0,0,0,0,0,0,0,22,9.4,2.0,0.0,1.2,0.00,0.01,0.01,2.32,True,True,0.0,0.0,532529,0,0,-4,4,0,3,0.0,0.0,Jack,False,Ankle injury - Unknown return date,2025-09-13T21:30:08.019508Z,51,532529.jpg,False,Hinshelwood,False,,i,6,36,1088,3,10323,49,0.0,0.8,241.0,2022-12-30,2005-04-11,False,p532529,2,6,3,11,2,389,181,379,192,708,311,411,195,,,,,,,0.0,0.0,0.01,0.01,1.95,1.68,236,147,693,298,347,164,629,257,1.68,0.0,9.25
164,O'Riley,Brighton,MID,5.5,0.4,12,0,0.0,6.0,177,1,0,1,2,0,0,0,0,0,0,2,36,60.8,66.6,63.0,19.0,1.21,0.17,1.38,2.12,True,False,0.0,0.0,219249,0,0,0,0,1,3,0.0,0.0,Matt,False,has joined Marseille on loan for the rest of the season.,2025-09-02T12:06:29.272628Z,55,219249.jpg,False,O'Riley,False,,u,6,36,130744,0,193332,580,0.0,2.2,58.0,2024-08-26,2000-11-21,False,p219249,3,2,4,9,2,252,107,152,103,144,88,217,110,1.0,,2.0,,2.0,,0.62,0.0,0.09,0.71,1.08,1.02,143,91,720,317,10,4,271,95,1.02,0.51,4.58
165,Sima,Brighton,MID,5.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,516211,0,0,-1,1,0,3,0.0,0.0,Abdallah,False,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,54,516211.jpg,False,Sima,False,,u,6,36,247,0,2109,13,0.0,0.0,189.0,2021-08-30,2001-06-17,False,p516211,0,0,0,0,0,729,320,728,320,724,319,729,320,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,188,119,715,313,729,320,685,293,0.0,0.0,0.0
166,Ayari,Brighton,MID,4.9,0.3,26,3,2.0,2.6,781,1,0,1,12,0,0,0,0,0,0,2,151,124.4,133.0,103.0,36.1,0.96,0.49,1.45,9.74,True,True,,,509416,0,0,-1,1,0,3,2.0,2.0,Yasin,False,,,49,509416.jpg,False,Ayari,False,,a,6,36,46115,386,35593,1186,0.4,5.3,206.0,2023-01-30,2003-10-06,False,p509416,22,43,18,83,8,149,59,63,48,78,45,89,53,3.0,,5.0,,,,0.11,0.0,0.06,0.17,1.12,1.38,341,214,183,81,203,87,305,106,0.92,0.12,9.56
167,Baleba,Brighton,MID,4.7,2.1,14,3,1.5,1.4,570,0,0,3,7,0,0,0,3,0,0,0,68,27.6,45.4,10.0,8.3,0.14,0.15,0.29,7.65,True,True,,,535301,0,0,-3,3,0,3,1.5,1.5,Carlos,False,,,47,535301.jpg,False,Baleba,False,,a,6,36,117014,3348,401281,4544,0.3,3.0,38.0,2023-08-29,2004-01-03,False,p535301,20,35,11,66,9,337,156,211,134,311,164,328,159,,,,,,,0.02,0.0,0.02,0.04,1.21,1.11,384,240,219,99,334,156,127,46,1.42,0.47,10.42
169,Gomez,Brighton,MID,4.9,0.1,25,16,5.0,2.8,454,2,0,1,7,0,0,0,2,0,0,3,109,137.8,66.5,120.0,32.6,1.67,0.14,1.81,5.69,True,True,100.0,100.0,514254,0,0,-1,1,1,3,5.0,5.0,Diego,False,,2025-10-16T12:30:10.190452Z,49,514254.jpg,False,Gómez Amarilla,False,,a,6,36,17545,6580,10232,267,1.0,5.1,168.0,2025-01-01,2003-03-27,False,p514254,11,20,23,54,5,128,45,153,104,64,37,109,60,,,3.0,,,,0.33,0.0,0.03,0.36,1.13,1.39,343,215,41,21,179,76,405,136,0.99,0.2,10.7
170,Milner,Brighton,MID,5.0,0.1,15,0,1.5,2.1,187,1,1,0,7,0,0,0,1,0,0,0,66,79.6,71.2,17.0,16.8,0.79,0.40,1.19,3.34,True,True,25.0,25.0,15157,0,0,0,0,0,3,0.4,0.4,James,False,Muscle injury - 25% chance of playing,2025-10-28T21:00:08.282346Z,50,15157.jpg,False,Milner,False,,d,6,36,14183,14,16336,840,0.3,3.0,241.0,2023-07-01,1986-01-04,False,p15157,6,10,3,19,1,223,94,148,100,284,154,234,119,,,,,,,0.38,0.0,0.19,0.57,1.61,3.37,238,149,223,103,256,115,425,145,0.48,0.0,9.14
171,Sarmiento,Brighton,MID,4.9,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,441192,0,0,-1,1,0,3,0.0,0.0,Jeremy,False,has joined Cremonese on loan for the rest of the season.,2025-09-02T12:06:29.308383Z,49,441192.jpg,False,Sarmiento Morante,False,,u,6,36,196,0,2778,20,0.0,0.0,62.0,2021-09-21,2002-06-16,False,p441192,0,0,0,0,0,696,298,691,298,678,293,696,298,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,326,205,668,280,697,298,668,283,0.0,0.0,0.0
172,Watson,Brighton,MID,4.9,0.0,2,1,0.5,1.0,40,0,0,0,2,0,0,0,0,0,0,0,9,5.6,1.3,7.0,1.4,0.04,0.01,0.05,0.89,True,True,100.0,100.0,549074,0,0,-1,1,0,3,0.5,0.5,Tom,False,,2025-08-10T18:00:05.491553Z,49,549074.jpg,False,Watson,False,,a,6,36,1072,30,2267,45,0.1,0.4,241.0,2025-06-01,2006-04-08,False,p549074,0,2,1,3,0,406,190,384,195,327,174,407,192,,,,,,,0.09,0.0,0.02,0.11,2.0,4.5,345,217,315,154,400,188,624,254,0.0,0.0,6.75
173,Wieffer,Brighton,MID,4.9,0.1,33,10,5.5,4.1,549,0,3,1,8,0,0,0,3,0,0,2,138,153.4,92.7,45.0,29.2,0.15,0.93,1.08,5.83,True,True,100.0,100.0,467779,0,0,-1,1,0,3,5.5,5.5,Mats,False,,2025-09-01T10:30:07.953121Z,49,467779.jpg,False,Wieffer,False,,a,6,36,13609,4587,7015,204,1.1,6.7,152.0,2024-07-06,1999-11-16,False,p467779,27,32,27,86,6,105,36,106,77,193,110,126,66,,,,,,,0.02,0.0,0.15,0.17,0.96,1.31,331,208,30,16,70,28,426,146,0.98,0.16,14.1
174,Yalcouye,Brighton,MID,5.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,611695,0,0,0,0,0,3,0.0,0.0,Malick,False,Has joined Swansea City on loan for the rest of the season.,2025-08-15T12:03:00.771795Z,50,611695.jpg,False,Yalcouyé,False,,u,6,36,0,0,1222,3,0.0,0.0,54.0,2024-07-12,2005-11-18,False,p611695,0,0,0,0,0,716,313,714,313,705,310,716,313,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,288,181,691,297,717,313,719,315,0.0,0.0,0.0
175,Knight,Brighton,MID,4.5,0.1,1,1,0.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,567121,0,0,0,0,0,3,0.2,0.2,Joe,False,,,45,567121.jpg,False,Knight,False,,a,6,36,6913,177,8484,187,0.0,0.2,,,,False,p567121,0,0,0,0,0,650,267,644,268,625,261,651,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,276,366,173,381,175,488,170,0.0,0.0,0.0
176,Mazilu,Brighton,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,550141,0,0,0,0,0,3,0.0,0.0,Adrian,False,has joined Dinamo Bucharest permanently.,2025-09-22T21:46:15.598017Z,45,550141.jpg,False,Mazilu,False,,u,6,36,1435,0,3977,35,0.0,0.0,,,,False,p550141,0,0,0,0,0,642,261,636,262,617,255,643,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,450,270,606,241,651,267,641,265,0.0,0.0,0.0
